"hhid","PID","help_id","t0_hhid","pid_unps","availablevisit1","ws4q1","ws4q4","ws4q5a","ws4q5b","ws4q6","ws4q7a","ws4q7b","ws4q8","ws4q9a","ws4q9b","ws4q11","ws4q12","elapsed_months_check","ws4q13","ws4q14","ws4q19","ws4q20a","ws4q20b","ws4q22"
"00eb1114df14443a9effe1db5343435d",2,6,"H0590907",,1,1,1,0,1,2,,,2,,,1,"2018-04-16",8,2,5,1,2.5,2,1
"00eb1114df14443a9effe1db5343435d",2,7,"H0590907",,1,1,1,0,1,2,,,2,,,1,"2018-04-16",8,2,5,1,2.5,2,1
"00eb1114df14443a9effe1db5343435d",2,8,"H0590907",,1,1,1,0,1,2,,,2,,,1,"2018-04-16",8,2,5,1,2.5,2,1
"0101511a1da74f35b4fb8fd0c2cf8e69",8,1,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,2,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,3,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,4,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,5,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,6,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,7,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",8,8,"H3730501","P37305-008",1,2,,,,,,,2,,,,,,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,1,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,2,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,3,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,4,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,5,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,6,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,7,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0101511a1da74f35b4fb8fd0c2cf8e69",15,8,"H3730501",,1,1,1,1,1,2,,,2,,,2,"2015-06-20",41,,,,,,
"0103050b934841289df128242538e3ea",2,1,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,2,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,1,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,3,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,4,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,5,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,6,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,7,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"0103050b934841289df128242538e3ea",2,8,"H2451101","P24511-013",1,1,1,4,3,2,,,2,,,7,"2017-01-01",24,2,5,1,4,1,1
"01152e19bbdd4744a712260121f34bf7",1,1,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,2,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,1,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,3,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,4,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,5,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,6,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,7,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"01152e19bbdd4744a712260121f34bf7",1,8,"H0120905","P01209-029",1,1,1,1,1,2,,,2,,,2,"2017-01-22",19,2,8,1,3.1,1,1
"0130f7b8553e41139cc871d924491db2",2,1,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,2,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,3,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,4,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,5,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,6,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,7,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"0130f7b8553e41139cc871d924491db2",2,8,"H1910701","P19107-008",1,1,1,4,0,1,0,1,1,1,1,7,"2009-07-08",110,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",2,1,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,2,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,1,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,3,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,4,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,5,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,6,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,7,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01474a4d9efd4b8190c37f5fba89a005",2,8,"H3470701","P34707-002",1,1,1,2,1,2,,,2,,,3,"2016-11-17",21,2,5,1,3.5,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,1,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,2,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,3,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,4,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,5,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,1,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,6,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,7,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"01483c3751964ad2842b6e4a8b6edcdd",2,8,"H2780101","P27801-002",1,1,1,3,1,1,0,0,1,1,2,7,"2016-07-08",20,2,2,1,3,2,3
"014de44f6ef44053a6742d1db80fe516",3,1,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,2,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,3,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,4,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,5,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,6,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,7,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,8,"H1300901","P13009-004",1,2,,,,,,,2,,,,,,,,,,,
"0192be21a93d4c2d83997fb6dc1c3ea6",5,1,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,2,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,3,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,4,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,5,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,1,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,6,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,7,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"0192be21a93d4c2d83997fb6dc1c3ea6",5,8,"H0600701","P06007-009",1,1,1,1,1,1,1,0,2,,,3,"2017-07-28",8,2,2,2,,,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,1,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,2,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,1,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,3,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,4,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,5,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,6,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,7,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01c14a909dd54c2088fe1b32e84ae2ec",2,8,"H0670802",,1,1,1,1,2,2,,,2,,,3,"2016-12-02",24,2,5,1,3.5,2,3
"01fc2a6821064f528ca01e20dbea8db2",4,1,"H2090701",,1,1,1,1,0,2,,,2,,,1,"2017-02-26",20,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",4,2,"H2090701",,1,1,1,1,0,2,,,2,,,1,"2017-02-26",20,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",4,3,"H2090701",,1,1,1,1,0,2,,,2,,,1,"2017-02-26",20,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",4,4,"H2090701",,1,1,1,1,0,2,,,2,,,1,"2017-02-26",20,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",4,5,"H2090701",,1,1,1,1,0,2,,,2,,,1,"2017-02-26",20,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",4,6,"H2090701",,1,1,1,1,0,2,,,2,,,1,"2017-02-26",20,,,,,,
