"hhid","s11q01","h7_respondent","h11q02","CB05","CB06A","CB06B","CB06C","CB06D","CB06E","CB06F","CB06G","CB06H","CB06I","CB06J","CB06X","CB06Z"
"08004f29b4234c35bfbea5f38ced207a",4,"1",1,1,2,1,2,2,2,1,2,1,2,2,2,2
"08211a3e91eb4227bb201b44001ea21b",3,"2",3,2,2,2,2,2,2,2,2,2,2,2,2,1
"087401704b5c4990995dc6b7af8a6b0a",5,"2",1,2,2,2,2,2,2,2,2,2,2,2,2,2
"08a2071726b54dae84b17e7b8017588d",4,"1",2,1,2,2,2,2,2,1,2,2,2,2,2,2
"08a228d06e764dc49fbbf00d813880b8",1,"1",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"08a88de2ed7b46648366085ed5bef13b",1,"6",4,2,1,2,2,1,2,2,2,2,2,2,2,2
"08b6ed18afcc4300b2c916163a857437",7,"1",6,2,2,2,2,2,2,2,2,2,2,2,2,1
"08f3d91754ba4911865d5913f19172fc",1,"4",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"08f99cd6418241cda1841d6a644074f9",3,"1",2,3,2,2,2,2,2,2,2,2,2,2,2,2
"09296489a3b04339968d856b0b9e44d9",1,"1",4,4,1,2,2,2,2,2,2,1,2,2,2,2
"092f4d6bc16a49d19c00dbf10038cb3b",7,"1",6,3,2,2,2,2,2,2,2,2,2,2,2,2
"097ea672d9004012a57a7084a54061ab",4,"1",3,4,2,2,2,2,2,2,2,2,2,2,2,2
"098efabf1d9245b6bb031ca40ce7e36c",3,"1",1,1,1,2,2,1,2,2,2,1,2,2,2,2
"0995195942ce4c61bd7c381d8e79e6a6",1,"1",2,4,2,2,2,2,2,1,2,2,2,2,2,2
"099f3b6855dc42158237614c25bfb571",7,"1",6,4,1,2,2,2,2,1,2,2,2,2,2,2
"09c865966539496a8242c1018e90ef5f",1,"2",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"09eb11716b004f3db526ff17444387ae",1,"1",4,4,2,2,2,2,2,2,2,2,2,2,2,1
"09f80c42c3cd41999116b6c09d0fe5fb",4,"1",1,4,2,2,2,2,2,2,2,1,2,1,2,2
"0a049c02fa2046ebbd60a6af568aabae",1,"1",4,2,2,2,2,2,2,2,2,2,2,2,2,1
"0a27264e6c624c93b389332b558be807",1,"2",4,1,2,2,2,1,2,2,2,2,2,1,2,2
"0a32ecc59b4543d991993511531bcbdc",1,"1",4,3,1,2,2,2,2,1,2,2,2,2,2,2
"0a396d4827b24ea099971029d14bd817",1,"1",4,4,2,2,2,2,2,2,1,2,2,2,2,2
"0a3fa4ae17e5425780754137a4e60987",1,"1",4,1,1,2,2,1,2,1,2,2,2,2,2,2
"0a48cd3173ac4599b9b722ced71b423c",3,"1",2,4,2,2,2,2,2,2,2,2,2,2,2,1
"0a72dc2637f34612b2fa35e4d4b6cc60",3,"3",3,1,2,1,2,2,2,2,2,1,2,2,2,2
"0a762151047143afb734fafb9be8275c",1,"2",4,1,2,2,2,2,2,2,2,2,2,1,2,2
"0ab5e0705d5b40beb0a2e79f49183356",1,"1",4,2,2,2,2,2,2,1,2,2,2,2,2,2
"0ac58cb4e81e452daa6d87169534e762",1,"1",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"0acb15747a494855adae111b05ec1af2",4,"1",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"0ad4b37a214a455aa6080a4f197e50ca",1,"9",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"0b195170755f4768ac89c0dc1d08645a",1,"1",4,3,1,2,2,2,2,2,2,2,2,2,2,2
"0b1dda6c9bc74ad6b7b18d9de2497355",3,"1",3,4,2,2,2,2,2,1,1,2,2,2,2,2
"0b5e2febcfa54a2aa9c1369db7b62f76",1,"1",4,4,2,2,2,2,2,2,2,2,2,2,2,2
"0b7f6c75dec34a6bb3c0990283c92be6",4,"1",1,1,2,2,2,2,2,1,2,2,2,2,2,2
"0b9218083309477ab20ef5b6e13a2ab0",4,"2",1,4,1,1,2,2,2,2,2,1,2,1,2,2
"0b922762b1a14c53a9f6bbd6ef3ff337",3,"2",3,1,1,1,2,2,2,2,2,2,1,2,2,2
"0be0f54fc2f44d4d8328e2b8878a06d0",1,"1",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"0c3e9a0e660a4ec8a84320ec2aee7f95",1,"1",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"0c62b06017184c17bad1db399f2a4e56",4,"2",2,1,2,2,2,2,2,2,2,2,2,2,2,1
"0c6c4a83fca94c7db3e8a92b921ca4b0",3,"5",3,2,2,1,2,2,2,2,2,1,2,2,2,2
"0c7ed7713a3b4c80ab675ecc093d0a2a",6,"2",5,1,1,2,2,2,2,2,2,2,2,2,2,2
"0cac20f5e69f4d00ac5d1bfc15689dba",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"0ccd9462978a4880b1f650cecd2d26dd",1,"2",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"0cf284629d3f460eb8d1ac4e90b0639b",4,"1",1,4,2,2,2,2,2,2,1,2,2,2,2,2
"0d05119207a2485cbe3a503f04c33f1d",4,"2",1,1,2,2,2,2,2,1,2,2,2,2,2,2
"0d1503da1c134a0e912f2b7115137d57",2,"5",4,4,1,2,2,2,2,2,2,1,2,2,2,2
"0d15c30cd22c44ca829cb62b6e630c26",4,"2",1,4,2,2,2,2,2,1,2,2,2,2,2,2
"0d3fe7c0dc864f1eb4c9c7559a351a39",3,"1",3,1,2,1,2,2,2,1,2,2,2,2,2,2
"0d7d45da8d23438f892a87baa61a4b7a",3,"1",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"0da5a64fbb634dd5a96a9d945a7ea296",3,"1",6,2,2,2,2,2,2,2,2,2,2,2,2,1
"0dc5a325d5dd4987b0255e6dc261c7c9",1,"2",4,4,1,2,2,2,2,2,2,2,1,2,2,2
"0dd53d87ea84437b9f5a26b992f3d396",3,"2",2,4,2,2,2,2,2,2,1,2,2,2,2,2
"0df38d4bdeaa40a8b3407e57cc315e31",1,"1",4,1,2,2,2,2,2,1,2,2,2,2,2,2
"0e22abe9b0524c3f81a1babba4b3a651",4,"5",2,4,2,2,2,2,2,2,1,2,2,2,2,2
"0e25633f83884662b852b82b7c7724cd",3,"2",1,1,2,2,2,2,2,2,1,1,2,2,2,2
"0e3bcf22a773456eb3475d233a7dc880",4,"1",4,2,1,2,2,2,,2,2,2,2,2,2,2
"0e4cdfeceae74763b9dca833f7997b04",4,"2",1,1,2,1,2,2,2,2,2,1,2,2,2,2
"0e530e4dff074880bc7b09f4d3755c2d",3,"2",1,1,1,2,2,2,2,2,2,2,2,1,2,2
"0e587b69c8364b7ea11ac6ad8155d944",1,"2",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"0e6bbfd7a7ff407ba8c19c68b4614a43",2,"1",4,1,2,2,2,2,2,2,2,2,2,1,2,2
"0e7c523a5c34420c9fdba2a12575cd14",3,"1",2,4,2,2,2,2,2,2,2,2,2,2,2,1
"0eacd048e8244b7bb60a9ef372d37bd4",1,"3",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"0ead3d9097d14f19afae3f37ed3fa95e",1,"2",6,1,1,2,2,2,2,2,2,2,2,2,2,2
"0eb527381cfb4f258ee6a1ad0862d96b",3,"2",3,4,1,1,2,2,2,2,1,2,1,2,2,2
"0ef4563b33504453b6221a3e597f4ac1",1,"1",4,1,2,2,2,2,2,2,2,2,2,2,2,2
"0f0210463290453bb298ac2094d5322e",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"0f1fae5e3c164a0689a528daa0977068",4,"1",1,4,2,2,2,1,2,2,2,2,2,2,2,2
"0f3a4301801440ada74bb46498bddedb",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"0f4fac38703b4b049484b45fcbe5629f",5,"1",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"0f667b218c504918a233aac6e8ee5bda",1,"2",4,1,2,1,2,2,2,1,2,2,2,2,2,2
"0f6771f84c3a4bbb850133c3e9b7e498",2,"1",4,1,2,1,2,2,2,2,2,2,2,2,2,2
"0f6b3b6cb8bb4020a328c9ca1434b2d4",4,"1",1,1,1,2,1,2,2,2,2,2,2,2,2,2
"0f896c130fda4f5788f29621fde557f3",1,"1",4,4,1,2,2,2,2,2,2,1,1,1,2,2
"0f89c593c872418cbe8ce314e2d06348",5,"1",3,1,1,1,1,2,2,2,2,1,1,1,2,2
"0f9890d1fd734a5cace8f29bedc49979",4,"1",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"0fc2473477df48789bebde3b8239f2c4",4,"2",3,1,2,2,2,1,1,2,1,2,2,2,2,2
"0fcb437569834d1c9c2606f6766add88",3,"1",2,2,2,2,2,2,2,2,1,2,2,2,2,2
"0fd53ca28fec43eea667c453445091b8",4,"3",1,3,2,2,2,2,2,2,2,2,2,2,2,1
"104c763be4a348c7858dd66cc2fbc597",1,"1",4,3,1,2,2,2,2,1,2,2,2,2,2,2
"10651f09e6a44d788c5947935927ecd0",1,"7",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"108160782ccd45a9b7a3b97da91f5483",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"108581c17994453a902a47aaec861b78",1,"4",4,4,1,1,2,2,2,2,2,2,2,2,2,2
"108ebe553d994ae8bee890ebd2447fbf",1,"4",4,2,2,2,2,2,2,2,2,2,2,2,2,1
"10c39a24e0784c66897740bdbc426cc8",7,"2",3,1,2,2,2,2,2,2,2,2,2,2,2,1
"10c74627258044b8a3441bd75e51c277",1,"1",4,1,1,2,2,2,2,2,2,2,2,1,2,2
"10ceb21bdb8d4898873a3a75df1feb74",4,"1",2,1,2,2,2,2,2,2,2,2,2,2,2,1
"110f81c0d9254505838dcaf2497d130a",2,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"112126f886be4437a68c163a94797d71",3,"1",3,4,2,2,2,2,,2,2,2,2,2,2,1
"11677af1b0144119a6f225a20b75675a",4,"1",1,1,2,1,2,2,2,2,2,2,2,2,2,2
"117be70b702543a2a9b2c6ed42bde0d8",3,"1",1,1,1,2,2,2,2,2,2,2,2,2,2,2
"119f2e2e03f143fc879b9f0ed133f62e",4,"6",6,3,2,2,2,2,2,1,2,2,2,2,2,2
"11c06407f2894aa696b02bd42e1ad325",1,"1",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"11cce051e10f463e9d807eac544f8298",1,"2",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"11d8e6e27924401f975392dbb4bb0cfb",4,"1",1,4,2,2,2,2,2,2,2,2,2,2,2,
"11d9f40f48184bc3a967131e8ed79d24",3,"1",3,3,2,2,2,2,2,2,2,1,2,2,2,2
"11fa0219f3c04dc69816ce8f2784a912",1,"1",4,3,2,2,2,1,2,2,2,2,2,2,2,2
"11fe2002e4b64d6a9f6f9dc246c6b5cb",4,"1",1,1,2,1,2,2,2,1,2,2,2,2,2,2
"12326283f3b543f7a0204eeb08c3a7cd",3,"1",3,1,2,1,2,2,2,1,2,1,2,2,2,2
"1254e7d5420845449d4b2d63d8f8b555",3,"1",1,4,1,2,2,2,2,2,2,2,2,2,2,2
"12766e74ad9f4d61aa6b76046aac52fb",4,"1",1,4,2,1,2,2,2,2,2,2,2,2,2,2
"1281f3064b5548e58be32cadc2a9904e",1,"2",4,2,1,2,2,1,2,2,2,2,2,2,2,2
"12a4d25d94ea436285c294aef2a8dba5",7,"1",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"12a8632b753f40c6959744f160ade8ff",1,"1",4,1,2,2,2,2,2,2,2,2,2,2,2,2
"12e25cf614ca4641804dd645d930b062",4,"5",1,4,1,2,2,2,2,2,2,2,2,2,2,2
"12e688f31e39475e9ae5aa19685c7e37",3,"2",3,4,2,2,2,2,2,2,2,2,2,2,2,1
"12ea98f53d374c2ab9476c087af2913e",3,"1",1,4,2,2,2,2,2,1,2,2,2,2,2,2
"12f05714af1d40f3967c2f10c55f21e4",4,"3",1,4,1,2,2,2,2,1,2,2,2,2,2,2
"1313728d816c492e852a4dc2f2bea58c",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"131fdb31a30649e792542baee928cee3",1,"6",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"132b1d61a34e4480a249784896828820",4,"2",3,1,2,2,2,2,2,1,2,2,2,2,2,2
"1335c4b914e64b079a15b82332bc3a62",4,"2",1,1,2,2,2,2,2,1,2,2,2,2,2,2
"137047ed72be45cbbe79528e9a8febcf",3,"1",2,3,2,2,2,2,2,2,2,2,2,2,2,1
"137fab734a03455f98d0124f4847fc13",7,"2",3,1,2,2,2,2,2,1,2,2,2,2,2,2
"1390e21908ee4f50811be182bc761552",1,"2",4,2,2,2,2,2,2,2,2,1,2,2,2,2
"139766f7e0d947e39160c8cdbe782c90",1,"1",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"13c8dabea0a14e74b5409df736d0c6fc",1,"7",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"13d977f195b645efb9ca44fc286a7787",3,"1",3,4,2,2,1,1,2,2,2,1,2,2,2,2
"13e1b70c74264df2b3ce9571a64d04b7",1,"1",4,4,1,2,2,2,2,2,2,2,2,2,2,2
"13e8276c99cd496081c2d78d058b2a21",1,"1",4,4,2,2,2,2,2,2,2,2,2,2,2,1
"13f725a28a91400690aa319519c0dbf6",1,"2",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"141911dad9474c8d879f53c8bfd6edee",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"142452c4f1204a22b394324cb0f4bab9",4,"2",1,2,2,1,2,2,2,2,2,2,2,2,2,2
"14284880612f4308abfe7ad7f51cdcf8",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"142f863d5d3747d4b12da5a96819e8c8",3,"1",3,1,1,2,2,2,2,2,2,2,2,2,2,2
"1444adc6326d439eaeaba1546d02d59d",1,"1",4,1,2,2,2,2,2,2,2,2,1,2,2,2
"147c52ca54784111b65348d2fc3eed37",1,"1",4,1,1,2,2,2,2,1,2,2,1,2,2,2
"148096d4034442419b34538a7bc0dcf6",7,"4",6,1,1,2,2,2,2,1,2,2,2,2,2,2
"14bfad8162b7405dbeb905bf436d082c",1,"2",4,1,1,2,2,2,2,1,2,2,2,2,2,2
"15112bb7ee2c432d83517c273c01cf0b",1,"2",4,1,2,2,2,2,2,1,2,2,2,2,2,
"1518dce3648d4658ab52d14192ff5d62",3,"2",3,4,1,1,2,2,2,2,2,1,2,1,2,2
"1553987122bb403eac103947ccf14569",1,"1",4,4,1,2,2,2,2,1,2,2,2,2,2,2
"156df40d4f9c476c80ebbb625b8d60ec",1,"1",4,3,2,2,2,2,2,2,2,2,2,2,2,1
"15765778f2514e5db3c9fa6bb742cd00",1,"2",6,4,2,2,2,2,2,2,2,2,2,2,2,1
"1588fa8bc10343c6a213180e185b4c77",4,"2",1,1,2,1,2,2,2,2,1,1,2,1,2,2
"158f0ced0e9a41aa975d268a4c9b98a0",4,"1",2,1,2,2,2,2,2,1,2,2,2,2,2,2
"158fdcb371864b379252dd73d6a526b2",3,"1",3,1,2,1,2,2,2,2,2,2,2,2,2,2
"15c0f37757dc46b28873a77b5e8a913d",3,"1",1,4,2,2,2,2,2,2,2,2,2,1,2,2
"15d2c6fc84e440a2b5aafd69093157f2",1,"2",4,4,2,2,2,2,2,1,2,2,2,2,2,2
"15f9cb22388f428f9f3dcf081ccfc10a",1,"1",4,2,1,2,2,2,2,2,2,2,2,2,2,2
"15fd3aeeaeb34f6ea14d42f6bcdee0d6",1,"2",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"161df9ca153241e19e955e373574448f",4,"1",6,1,2,1,2,2,2,2,2,2,1,2,2,2
"16282cde170b4278acdeccb779ce6b33",4,"1",1,4,2,2,2,2,2,2,2,2,1,2,2,2
"162c504b1fed4a5b9848882e7752940a",1,"1",4,1,1,2,2,2,2,2,2,2,2,2,2,2
"162c7da3721a4b318a125f5be123aa6e",1,"2",2,1,2,2,2,2,2,1,2,2,2,2,2,2
