"hhid","IncomeSource","s11q04"
"11d8e6e27924401f975392dbb4bb0cfb",21,2
"11d9f40f48184bc3a967131e8ed79d24",21,2
"11fa0219f3c04dc69816ce8f2784a912",21,2
"11fe2002e4b64d6a9f6f9dc246c6b5cb",21,2
"12326283f3b543f7a0204eeb08c3a7cd",21,2
"1254e7d5420845449d4b2d63d8f8b555",21,2
"12766e74ad9f4d61aa6b76046aac52fb",21,2
"1281f3064b5548e58be32cadc2a9904e",21,2
"12a4d25d94ea436285c294aef2a8dba5",21,2
"12a8632b753f40c6959744f160ade8ff",21,2
"12e25cf614ca4641804dd645d930b062",21,1
"12e688f31e39475e9ae5aa19685c7e37",21,1
"12ea98f53d374c2ab9476c087af2913e",21,2
"12f05714af1d40f3967c2f10c55f21e4",21,2
"1313728d816c492e852a4dc2f2bea58c",21,2
"131fdb31a30649e792542baee928cee3",21,2
"132b1d61a34e4480a249784896828820",21,2
"1335c4b914e64b079a15b82332bc3a62",21,2
"137047ed72be45cbbe79528e9a8febcf",21,2
"137fab734a03455f98d0124f4847fc13",21,2
"1390e21908ee4f50811be182bc761552",21,2
"139766f7e0d947e39160c8cdbe782c90",21,2
"13c8dabea0a14e74b5409df736d0c6fc",21,2
"13d977f195b645efb9ca44fc286a7787",21,2
"13e1b70c74264df2b3ce9571a64d04b7",21,2
"13e8276c99cd496081c2d78d058b2a21",21,2
"13f725a28a91400690aa319519c0dbf6",21,2
"141911dad9474c8d879f53c8bfd6edee",21,2
"142452c4f1204a22b394324cb0f4bab9",21,1
"14284880612f4308abfe7ad7f51cdcf8",21,2
"142f863d5d3747d4b12da5a96819e8c8",21,2
"1444adc6326d439eaeaba1546d02d59d",21,2
"147c52ca54784111b65348d2fc3eed37",21,2
"148096d4034442419b34538a7bc0dcf6",21,2
"14bfad8162b7405dbeb905bf436d082c",21,2
"15112bb7ee2c432d83517c273c01cf0b",21,2
"1518dce3648d4658ab52d14192ff5d62",21,2
"1553987122bb403eac103947ccf14569",21,2
"156df40d4f9c476c80ebbb625b8d60ec",21,2
"15765778f2514e5db3c9fa6bb742cd00",21,2
"1588fa8bc10343c6a213180e185b4c77",21,2
"158f0ced0e9a41aa975d268a4c9b98a0",21,2
"158fdcb371864b379252dd73d6a526b2",21,2
"15c0f37757dc46b28873a77b5e8a913d",21,2
"15d2c6fc84e440a2b5aafd69093157f2",21,2
"15f9cb22388f428f9f3dcf081ccfc10a",21,2
"15fd3aeeaeb34f6ea14d42f6bcdee0d6",21,2
"161df9ca153241e19e955e373574448f",21,2
"16282cde170b4278acdeccb779ce6b33",21,2
"162c504b1fed4a5b9848882e7752940a",21,2
"162c7da3721a4b318a125f5be123aa6e",21,2
"1644cc9b10c946bfbfaaf1d972bf7258",21,2
"164f59280b494e09a7618a255a2334c1",21,1
"1658c6246ed14e8296d29cf476fdeb13",21,2
"16658cfcf7f14257a2be301b98bb0de1",21,2
"16686bb795b54d2191e8f9df39d31e71",21,2
"1670e6df36b844d39aa258e60578dee4",21,2
"16887c92f1b147cba6be26cdd50b01f3",21,2
"168c7ae537cc4394827298958c374b1d",21,2
"16b2d34dfa854a44b17e4a2a1fe1dcbb",21,2
"16bbbd98ba5e4f94a981844b8183ee50",21,2
"16c0790e52ec43c58fcd99e7d75e10d3",21,2
"16c6f42d01644fea9c34fa54421a4480",21,1
"16c86a16fed44b30a54b6076f4f4f6c9",21,2
"16c883aca79d42159da4d313e9a0a17e",21,1
"16d236cfaa29413abb6fca138f544ec4",21,2
"16daa4b4720d4509a216757cff6903d4",21,1
"16db46d7f22e41f9a04f1fbe342a0392",21,2
"170275f8246f4dbebe53a915373b5984",21,2
"17114af3aae5418e956cd93e3549aed1",21,2
"17378333324c461a88f1ea03eb7e316d",21,2
"1743a758fcdf491da96b27fd16b6021d",21,2
"174d7bce575c45bbae624af39a4e3f2c",21,1
"1768619d23c9442697014eeb7964388a",21,2
"17708911b0a04503bd763dbaae648c71",21,2
"17751f7703ab476bba3ef1ec613b0bec",21,2
"1776b63bada845109ea54547ac3216d1",21,2
"178cc701f007453aa380b10c4fa065a5",21,2
"178ff51df3c54803bb149cb31659e262",21,2
"179b274951eb4449a19d4de2deede9d6",21,1
"17befd96efff47ca9c60b12d3dd1071c",21,2
"17c17bf8cc054454a67df0e8837d3cdc",21,2
"17e4e8ad886f40a2ac66453002b2d901",21,2
"17e791ea78294f2ea71a7cfd0eaf25e1",21,2
"17eb32a03c28409db6e2cf12fc379298",21,2
"17eb44366c7043bcaf46fb683b1beff3",21,1
"17ee2908902f4b3884ff9ec69c10ba5a",21,1
"17f8b87f9b8f4438bf729c2dea6df75d",21,2
"18024d9ef636472298f3cf2ef37a7f74",21,2
"1822e5b54b08413d8730290994784e8b",21,2
"1825c65f6b9f4adf9694914c8b688f31",21,2
"18419b46a04f4771a998a61279eb3ae1",21,2
"186268990d514a30b6998f49782e6344",21,2
"1870fa2f0f224496a94898fe205ab40d",21,1
"187d1528fc524811bc61dd37d5dc083f",21,2
"1881785b37cc4b85bc7022584c80427d",21,2
"1882689344ef46b39e66d162a2a98a99",21,2
"18b9c926f94c4c8282495f4324e4cb68",21,2
"18ce6918b33347719d97ec41a14e3df6",21,2
"18ea57abd7794ada8cdb3ab63b317587",21,2
"18f5bd33a6c246459366da21c90338a0",21,2
"192773eb6e2f480d8283caef17b07c92",21,1
"1928b1ae90cf45a68b37285a9554df5c",21,2
"192ec8f527de48c3b711479b69a57f9c",21,1
"194a945af9444a8bb7ce17dd53a03244",21,2
"194c70f94cca497aac045956fa1b6124",21,2
"19541d5092684cc0a707da4aff5895d0",21,2
"195edf76aa334d659715445d11dbf790",21,2
"196ac6fad9e746d6ab549d5e72e070ed",21,2
"19783a8d2c5046e7ad2f63aa7e5189a9",21,1
"19785ba2894a4dd099aefb2ad4d2b8a0",21,2
"19aebc5aa6da40c3a890064d3eaa92b1",21,2
"19ba694fada44ad7909f285e4535b890",21,2
"19c4fc257abc424384647435dadb3700",21,2
"19cb4feac4dd4b60b8c0dc56633c3607",21,2
"1a01bd1460524c62ab3b8f37161a1e86",21,2
"1a01d47d8c8d492294f5d2c3f47d5d3d",21,2
"1a202f1842434ed6a844137614d526b3",21,1
"1a23e276ec3548579b682aa6ac9a03f7",21,2
"1a270f97ea7144f7ba1c5543ad51845a",21,2
"1a37d2e805614d7d9a3373852ab74ea4",21,2
"1a3d672c757c44b2aa7ed0fa190395fc",21,2
"1a4e07a2e001491990c1a79b3c0b06cc",21,2
"1a5e7470e5e349f4bdf3b8bd8779b225",21,2
"1a8e64e3f4c64a6c8b1d1c7962251e85",21,2
"1aa2f71fd3b144299a74dc9d4761a4bf",21,2
"1ac5be311466436b889555bae1886fd6",21,2
"1af73001aa914b64b6d10f3f6157e081",21,2
"1afc0338bf3b4f9ba59f4529c7e8b830",21,2
"1b058a022f4e4c15afd9e585e2a3d8e1",21,2
"1b1ff5ccd14147ea971879bf82e54780",21,2
"1b233cd5eb5b438e805f2e541344a522",21,2
"1b2a1dd8c61d47d99f229fec9267bd22",21,2
"1b315a8237ee42d9936b5115c9b76c1a",21,2
"1b599a7d26094ccaadac933ba550fd0a",21,2
"1b6c16815b70461dbde0af4dbea1bc68",21,2
"1b8f63cdd081456c8598deeab3c32140",21,2
"1ba46e5f44f84f31936a8e9e2d8f7e49",21,2
"1bf9208ea3ba4e8fa359969292351972",21,2
"1bfa24d291f74f478080a5e0b0c2316d",21,2
"1bfd952f27704db5aa96059df2731fa2",21,1
"1c287823471441bc9a6706f55636bfbb",21,2
"1c510d719fcc4e01ba4f19ddc878f6f2",21,2
"1c64eb05ca32403da6621f5e94d55910",21,2
"1d1479037cf346309a388e4c21df5835",21,2
"1d179e34397249688d8b0b57232a08b9",21,2
"1d3e82924a9d449ab1ff8838a10ed95b",21,1
"1d4074d445f240d7a6ee9c65d83b920f",21,2
"1d5566b18e9d4d44a0aa67e3b1d07051",21,1
"1d5db1452c134d13a766ce2d80347a47",21,1
"1d7dd463d9cc43f587aee7e7e1995a35",21,2
"1d84f4637473454a98d77f5d98cc4fd2",21,2
"1d8871f1764249158f6fd0c5bf6e97b7",21,2
"1d938aa42c73429e9889c7a86cedaa2f",21,2
"1d98098213a349f1852ee5bd9db570cf",21,2
"1d9e7c2ca373492bbd6da273b791c7be",21,2
"1da6a4c9a49946e897870386d4be2c8b",21,2
"1da7a78f4a3348b9804b7159f8e18c98",21,2
"1dcf29bde5ad4b38bfaca4a5f224acdc",21,2
"1dd61fdf96334543aebada64e960f897",21,2
"1ddfeff49903462293869d882e446f43",21,2
"1de029ce91744778826d44fd2ccc246e",21,2
"1de6522cd7b14e11841c8c5d4f25e211",21,1
"1de958bacd3d4eeb82a70d6620757f8f",21,2
"1df0145a0ab24b12a2d71a32368f7c20",21,2
"1e26128cba484124b97bec4bf39e776b",21,2
"1e54026f09fa40988087510deea90f46",21,2
"1e56d33526fb49769284e77f0e5dad9a",21,2
"1e603a50fb0842b7b442cb034660f8ff",21,2
"1e67060d19bd4d0fa4d5116580862414",21,2
"1e6d3e4b71e8433ebec03f89d6b099b9",21,2
"1e77f798054d471ab8bd2f11036942ad",21,2
"1e796e9fa1c64e16943f69008601d15b",21,2
"1e99e5da500a4d44aef666fb07a8d0d2",21,2
"1eb28777f39148c7a2a3a36617f9a251",21,2
"1ec5f5dabb5c49679ddd4a558120328d",21,2
"1ed5c910418a4333a97bc91869250c15",21,2
"1ee1ef1774294ebe8767b0cf2f71cb8a",21,2
"1ee466cb73bb431abc6c0704ce7a012d",21,2
"1ef4272d96c04493bc66559cc7f9cd98",21,2
"1f0b5aa37fca42318a4ffedde0f6fed5",21,2
"1f13028b882145f1904e9519ce5f1d68",21,2
"1f19f2165bba4e73aac18269975c88ea",21,2
"1f4d227ab74a442786bdcafb290b6a12",21,2
"1f5ce03f97d9472a9103a6dc7a53b304",21,2
"1f9c7edda3584270b8139bfb81fef543",21,2
"1fa199cd9d254cd08573b777195caae0",21,1
"1fad9c71612d44ec8214de7094eecb27",21,2
"1fb71e7cd7cb4488a4a64e121fc228a3",21,2
"1fc2bc11ac134c4d8d44c899ae31c47d",21,2
"1fd70b9e35aa4cd6b25cbf59492adbd6",21,2
"1ffede5b0b0b47e7ad8c4596a2ddb87e",21,2
"20184a85eee84d088e2c6d4e22b6e8b2",21,2
"2054b9a40e36438d9a3e7b9c3d796249",21,2
"2062fd74021e4fdc81f6dc28ca48674c",21,2
"208d9ccc80f049a29320cb05f3bb6ea2",21,2
"209b4a20b2974b4cb856b78659b82112",21,2
"20eff2f68f514a169a4d565c7e03c714",21,2
"21228dd963014e41a1abc66bc2e70d39",21,2
"21356128700341afab4bae888ad2f981",21,2
"213e685c665441c1a77464e5790d4d39",21,2
"215eced7f754465182ee352aefe848a0",21,2
"217a20d82c0446a4928918df038adca4",21,2
"217f9496103b47e39d7c19fed9636482",21,2
"218810d762ab4dc6923183e4455c9cb4",21,2
"218ef963d2584ed5809a0223c8f07994",21,2
"21a4261044b5494baad7011317d67ad8",21,2
"21af07d78ce04063a86281f45e4277be",21,2
"21b39e42a3fe417d8faac9e6f130d7fe",21,2
"21b849069dbf4fd496fd37c1660cda62",21,2
"21c1e89cf5b74595b06ebbd7bc9271c8",21,2
"21edfe97cd3b4d8b95d3bf4876da3784",21,2
"220e6e6cd04e48fda927b0736a33769f",21,2
"222fb7e72b764d618cdb129c1097002e",21,1
"22332408a42c448fa7ac8f958aea186f",21,2
"225eff3a30f74df8bb7cdcb2e8b53e7c",21,2
"2266b696a04b4575886b75a1ad1092aa",21,2
"22750893266c4435af80e032a5e7b47e",21,2
"22774e78ebc7419585623a08408c8f96",21,2
"2279a0d187384ac491f8c51a8fab14a0",21,2
"2280f98ac1154da5a0ef0da8b4a4f4bb",21,1
"22844fe158ea44cfae5adc224aa11ad0",21,2
"22a58a22dae74065b1677bf5ab72c137",21,1
"22d8f0b251ec485696b45326748c7d05",21,2
"22e8ccfb668247c6bad0bc259eb4dff6",21,2
"2333ca9510e4498f8d54172fa9728246",21,2
"2347da6cb24c4be0afebe738c920950f",21,2
"2353319aa97d462c9e3c06c17aeb4da9",21,2
"23565eb411ee4d4fa2184a26d4c6fa91",21,2
"236a304fee1f4de29bda56006ce6d313",21,2
"23aacb17c7d14b7587e396301439e9b1",21,2
"23b418ce7f8f4276aa4df9c04473aded",21,2
"23c108ade72a47ee966e7552f5f47721",21,2
"23db11534e2c4249b81c216e8b966629",21,2
"23f174f359df441baa0a8f74e693287b",21,2
"23f4edd97e1c4a6490f1029959d2b448",21,2
"2411b6aa51194cc7bd8042149b27bd50",21,2
"2421880afd1f46b190f4732fc8e5e835",21,2
"242af9ef9b9949eaab0e473b709c427c",21,2
"242bbe13d9f14404a1910a49c7472422",21,2
"242f1a71e8a849a19b74d971b9696d78",21,2
"2464568170274d39ab9d651278074f19",21,2
"24e7263069f047278cece7ede45d45e6",21,2
"24fa880a1a404aa5a78a631de175cfc2",21,2
"2538dc9a5ee14cf9bd40d77d9dc8fd6f",21,2
"2560e1f4097c422e87be78db2325d8c3",21,2
"2570caa433474d98928ccd781062d647",21,2
"25a28d50ed314dc893201f8618e8016c",21,1
"25a7e21d7611402293c81b697f449178",21,2
"25c1e14ebc92478c9687b83c28f200c7",21,2
"25c2024587844800b222361a9ab26749",21,2
"25da72740d9c431ea4c8b8fe867f3a07",21,2
"25dc375c204c42e39c18b99f42fc1778",21,2
"26044ee7130241baba4bdc7a96acea48",21,2
"26200519fc50421e9124dc3852fa642b",21,2
"263386962d864374a0b0a547ec62a350",21,2
"26368fde9fa44dd19e101c0b2efaebf0",21,2
"2641680671474fe9bcaa1400527c6fad",21,2
"2647383402b94a0ab2a5c9833b84ab94",21,2
"264b7a9fbdbc44c6898a02a98b23f99e",21,2
"2651254af3e44058890c9eb3c3409a41",21,2
"26559ff43fd74a9b91c0dab89a1e5e1a",21,2
"26632ef456944935a402d8947d1a2c3b",21,2
"2668508cadbf4cfbb5d1b183c94e2df7",21,2
"2677113d57394f6ab63d882b90de3cab",21,2
"2679d8e3f29c45da958667e8eb732ac6",21,2
"2685a33ecb68466d999caae3bdbdd921",21,2
"2699e718776c46c3bce1a0e2bec03fce",21,2
"26a5c6486a864323ad6c4c5609dcd6e2",21,2
"26df7db98a224f2d8cc3df26834c8cb3",21,2
"26fd29cb66cb42188654bd687cc1bc49",21,2
"27097004d4f94669ae340ca26746683a",21,2
"2715f05e4bf74f6ab35ff0768a856cb6",21,2
"27237f19b78242dbbc6cb7d6b3b68dcb",21,2
"2741e17f8d1b49c185021ec0e626861b",21,1
"275105346d6546298931c7fc48c2180b",21,2
"27601ff81e98425c8616230962088eb4",21,2
"276430fd8d7e4c538fcf6a118cc79610",21,2
"277509c12a5148299027784fbb1bfd7c",21,2
"277c319e936645189c0663410f818f91",21,2
"278f265f66af4decb24250d3bf8660af",21,2
"279ea3f4cec74bc8b427913dbdf52218",21,2
"27a093bc2d67470cbe5e4924512c041c",21,2
"27aef0587e66425bba00b0b95bbae4d2",21,2
"27b67fdbc2714612b5230aff5b13d30b",21,2
"27b6e91ecead43f9b441b684d9d0bc6d",21,2
"27c63ae2e23b464bb4b4761b51f89625",21,2
"27ce738560f943668b37d06deeba9ce9",21,2
"280407199a6e4a3a98802ff094d8067a",21,2
"281285cc889c4acfa7db3eaeb3bc8f8c",21,2
"281c1e9727e24f3ba38cd4bdaec4edf0",21,2
"284476b0690d4911a73aef0c8f2ce96f",21,2
"2845cc47e5704aa9ac7cdf15776878c0",21,2
"284b713e357144edb64d95deab3d0d6b",21,2
"2858bff25590478ea65c2b384ddf1351",21,2
"286fb3a948f0476582bda5f78b7d1a5d",21,2
"28903024ec5c400c83377c8415c3f5a1",21,1
"28a179792a564fd496adc09a3de78988",21,2
"28a4313be38741dcbc036222837ce05d",21,2
"28a5169634564a4eb24773c42a88e997",21,2
"28b00383e78549e59d1653af0d7a1105",21,2
"28e84f72b4134aa9828ea477592d1acc",21,2
"28fae53d8b8b40708861a82637daba05",21,2
"291f57c9d36241a0aea055acaa9e20ff",21,2
"292b612919db497d9aa8a0f850c604a0",21,2
"29360ece47804a54999c867dc8b6815b",21,2
"29559b97fd1542908cd36929b5c0efdf",21,2
"295fa0511fcc44728e35080273e881bd",21,1
"296375cdfbf0448faa769a47d30201c6",21,2
"2976322f065f415cb140d32e065c5336",21,1
"298d0a675d804e58bbd49ce037f2312d",21,2
"2996bdef98fc498eb7d1544ab289a949",21,2
"29a67b11717b4451a085eb6a9b3d95ee",21,2
"29b3e9c41d9d4311b1fe99bf9889b26b",21,2
"29ca29e8dc634ddb98594b73b156ce57",21,2
"29e7916bdd2645b48211aeb4920fbd67",21,2
"29ecf615ade249ec872ad704fa701c1e",21,2
"29f77616aa4f47ffb44bac82fbacef59",21,2
"2a265ea8d5a641f8ac41198dbcce2d94",21,2
"2a3fdc60eacb43afa748089b59e75d72",21,2
"2a4e78a423c44854b320caf10951c60b",21,2
"2a544415eb344585b7a6541e6901bfa9",21,2
"2a6a9fb7838e45c0ab276efc1347cdd2",21,2
"2a7187b42b264744b3a9d30396eb7ae9",21,2
"2a85264bf5b74593930eae2103209224",21,2
"2a8818bbc9ca4387b66331f72ca7e262",21,2
"2ab832b9019a4d45b3b1c5a93eb436d5",21,2
"2abb452a63654ddeadd351815d76cbc6",21,2
