"hhid","PID","s2bq1_1","h2bq02","h2bq03","h2bq04","h2qb05A","h2qb05B","h2bq06","h2bq07a","s2bq07b1","s2bq07b2","s2bq07b3a","s2bq07b3b","s2bq07b4a","s2bq07b4b","s2bq07b5","h2bq07b6"
"01152e19bbdd4744a712260121f34bf7",1,"1",2,,,,,,,,,,,,,,
"01152e19bbdd4744a712260121f34bf7",2,"1",2,,,,,,,,,,,,,,
"01152e19bbdd4744a712260121f34bf7",3,"1",2,,,,,,,,,,,,,,
"01152e19bbdd4744a712260121f34bf7",4,"1",2,,,,,,,,,,,,,,
"0125c97b154d4f249c07f630cd52a102",1,"1",2,,,,,,,,,,,,,,
"0125c97b154d4f249c07f630cd52a102",2,"1",2,,,,,,,,,,,,,,
"0130f7b8553e41139cc871d924491db2",1,"1",2,,,,,,,,,,,,,,
"0130f7b8553e41139cc871d924491db2",2,"1",2,,,,,,,,,,,,,,
"0130f7b8553e41139cc871d924491db2",3,"1",2,,,,,,,,,,,,,,
"0130f7b8553e41139cc871d924491db2",4,"1",2,,,,,,,,,,,,,,
"0130f7b8553e41139cc871d924491db2",5,"1",2,,,,,,,,,,,,,,
"0130f7b8553e41139cc871d924491db2",6,"1",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",1,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",2,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",4,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",5,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",6,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",7,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",8,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",9,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",10,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",11,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",13,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",16,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",17,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",20,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",22,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",29,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",30,"2",2,,,,,,,,,,,,,,
"01474a4d9efd4b8190c37f5fba89a005",31,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",1,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",2,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",4,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",5,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",6,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",7,"2",2,,,,,,,,,,,,,,
"01483c3751964ad2842b6e4a8b6edcdd",8,"2",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",1,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",2,"2",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",3,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",5,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",6,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",7,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",8,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",9,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",10,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",11,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",12,"1",2,,,,,,,,,,,,,,
"014de44f6ef44053a6742d1db80fe516",13,"1",2,,,,,,,,,,,,,,
"015b2f40827d4d70a5aa4ac958235a78",1,"1",2,,,,,,,,,,,,,,
"0192be21a93d4c2d83997fb6dc1c3ea6",1,"1",2,,,,,,,,,,,,,,
"0192be21a93d4c2d83997fb6dc1c3ea6",5,"5",2,,,,,,,,,,,,,,
"0192be21a93d4c2d83997fb6dc1c3ea6",6,"1",2,,,,,,,,,,,,,,
"0192be21a93d4c2d83997fb6dc1c3ea6",7,"1",2,,,,,,,,,,,,,,
"01946faa112841669f992ad1c026ddb6",1,"1",2,,,,,,,,,,,,,,
"01c14a909dd54c2088fe1b32e84ae2ec",1,"2",2,,,,,,,,,,,,,,
"01c14a909dd54c2088fe1b32e84ae2ec",2,"2",2,,,,,,,,,,,,,,
"01c14a909dd54c2088fe1b32e84ae2ec",3,"2",2,,,,,,,,,,,,,,
"01c14a909dd54c2088fe1b32e84ae2ec",4,"2",2,,,,,,,,,,,,,,
"01c14a909dd54c2088fe1b32e84ae2ec",5,"2",2,,,,,,,,,,,,,,
"01c6b5639280472aa1dbfea2b7c10c24",1,"1",2,,,,,,,,,,,,,,
"01c6b5639280472aa1dbfea2b7c10c24",2,"1",2,,,,,,,,,,,,,,
"01c6b5639280472aa1dbfea2b7c10c24",4,"1",2,,,,,,,,,,,,,,
"01c6b5639280472aa1dbfea2b7c10c24",5,"1",2,,,,,,,,,,,,,,
"01c6b5639280472aa1dbfea2b7c10c24",6,"1",2,,,,,,,,,,,,,,
"01dfba97dd29447f9a82aef0f59237de",1,"1",2,,,,,,,,,,,,,,
"01dfba97dd29447f9a82aef0f59237de",2,"1",2,,,,,,,,,,,,,,
"01dfba97dd29447f9a82aef0f59237de",3,"1",2,,,,,,,,,,,,,,
"01dfba97dd29447f9a82aef0f59237de",5,"1",2,,,,,,,,,,,,,,
"01dfba97dd29447f9a82aef0f59237de",6,"1",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",1,"1",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",2,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",3,"3",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",4,"4",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",5,"1",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",6,"1",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",7,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",8,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",9,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",10,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",11,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",12,"2",2,,,,,,,,,,,,,,
"01fc2a6821064f528ca01e20dbea8db2",13,"2",2,,,,,,,,,,,,,,
"020fd884bebf40b0a97f2156b8eda1b6",1,"2",2,,,,,,,,,,,,,,
"020fd884bebf40b0a97f2156b8eda1b6",2,"2",2,,,,,,,,,,,,,,
"020fd884bebf40b0a97f2156b8eda1b6",3,"2",2,,,,,,,,,,,,,,
"020fd884bebf40b0a97f2156b8eda1b6",5,"2",2,,,,,,,,,,,,,,
"021babeee5f646108cbe9bb3b2a4c485",1,"2",2,,,,,,,,,,,,,,
"021babeee5f646108cbe9bb3b2a4c485",2,"2",2,,,,,,,,,,,,,,
"021babeee5f646108cbe9bb3b2a4c485",3,"2",2,,,,,,,,,,,,,,
"021babeee5f646108cbe9bb3b2a4c485",4,"2",2,,,,,,,,,,,,,,
"021babeee5f646108cbe9bb3b2a4c485",5,"2",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",1,"1",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",2,"1",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",3,"1",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",4,"1",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",5,"1",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",6,"1",2,,,,,,,,,,,,,,
"02257a7aa9a94ca9b464e910e2bd642d",7,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",1,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",2,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",3,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",4,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",5,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",6,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",7,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",8,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",9,"1",1,3,0,96,,2,40000,0,15000,10000,0,5000,0,5000,5000
"023400859c2e49d9a0701040d93fa0f2",10,"1",2,,,,,,,,,,,,,,
"023400859c2e49d9a0701040d93fa0f2",11,"1",2,,,,,,,,,,,,,,
"024a80a27283471e857285cf751564ae",1,"1",2,,,,,,,,,,,,,,
"024a80a27283471e857285cf751564ae",2,"1",2,,,,,,,,,,,,,,
"024a80a27283471e857285cf751564ae",4,"1",2,,,,,,,,,,,,,,
"024a80a27283471e857285cf751564ae",7,"1",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",1,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",2,"7",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",3,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",4,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",5,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",6,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",7,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",8,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",9,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",10,"2",2,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",11,"2",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",2,"10",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",3,"3",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",4,"4",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",5,"10",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",6,"10",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",9,"9",2,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",10,"10",2,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",1,"1",2,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",2,"2",2,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",3,"1",2,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",4,"1",2,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",5,"1",2,,,,,,,,,,,,,,
"02ad65979b5d4f9e8654d5912304304d",1,"1",2,,,,,,,,,,,,,,
"02dd448165ce46279ca601a02865d543",1,,,,,,,,,,,,,,,,
"031fbb84e2af4d5e889ccc7492ecbf55",1,"1",2,,,,,,,,,,,,,,
"031fbb84e2af4d5e889ccc7492ecbf55",2,"1",2,,,,,,,,,,,,,,
"031fbb84e2af4d5e889ccc7492ecbf55",3,"1",2,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",1,"9",1,1,2,5,6,1,60000,0,0,60000,0,0,,,0
"03292ce0d7f24e42801500e576140648",4,"9",2,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",5,"9",2,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",6,"9",2,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",7,"9",2,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",8,"9",2,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",9,"9",1,1,1,6,,1,60000,0,0,60000,0,0,,,0
"0349cc41571b406e889303445fe7e34c",1,"1",2,,,,,,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",4,"1",2,,,,,,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",5,"1",2,,,,,,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",1,"1",2,,,,,,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",2,"1",1,1,1,6,,1,6000,0,0,6000,0,0,,,0
"034e9ec479764a228fa3ebdd8d359cf0",6,"1",2,,,,,,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",7,"7",2,,,,,,,,,,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",1,"1",1,1,7,6,,1,30000,0,5000,25000,0,0,,,0
"034f0004fa7a4a25b4aacdb196177f2b",2,"1",2,,,,,,,,,,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",4,"1",2,,,,,,,,,,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",5,"1",2,,,,,,,,,,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",6,"1",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",1,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",2,"2",1,1,0,6,,1,40000,0,10000,30000,0,0,,,0
"035c9f46cc9a41f9bacdbe9a5de03d8c",3,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",4,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",5,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",6,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",7,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",8,"2",2,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",9,"2",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",1,"1",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",2,"1",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",3,"1",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",4,"1",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",5,"1",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",6,"1",2,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",7,"1",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",1,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",2,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",3,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",4,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",5,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",6,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",7,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",8,"2",2,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",9,"2",2,,,,,,,,,,,,,,
"037866653c7c4cb99a80f05a38cdafb2",1,,,,,,,,,,,,,,,,
"037866653c7c4cb99a80f05a38cdafb2",2,,,,,,,,,,,,,,,,
"037866653c7c4cb99a80f05a38cdafb2",3,,,,,,,,,,,,,,,,
"037866653c7c4cb99a80f05a38cdafb2",4,,,,,,,,,,,,,,,,
"037866653c7c4cb99a80f05a38cdafb2",5,,,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",1,"2",2,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",2,"1",2,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",3,"3",2,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",4,"4",2,,,,,,,,,,,,,,
"039a11571b874a88b7a6c200469fe4f3",1,,,,,,,,,,,,,,,,
"039a11571b874a88b7a6c200469fe4f3",2,,,,,,,,,,,,,,,,
"039a11571b874a88b7a6c200469fe4f3",3,,,,,,,,,,,,,,,,
"039a11571b874a88b7a6c200469fe4f3",4,,,,,,,,,,,,,,,,
"039a11571b874a88b7a6c200469fe4f3",5,,,,,,,,,,,,,,,,
"03c42091117d479097bf8be7a9dfebb1",4,"4",2,,,,,,,,,,,,,,
"03c42091117d479097bf8be7a9dfebb1",5,"5",2,,,,,,,,,,,,,,
"03c42091117d479097bf8be7a9dfebb1",6,"4",2,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",1,"2",2,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",2,"2",2,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",3,"2",2,,,,,,,,,,,,,,
