Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,68.8870067118811,70.9999139051903,73.0902185753945,75.1281951716625,77.1133692940226,79.043453280388,80.9140808939804,82.7362792985909,84.5832079980321,86.4422918789753,88.215741293882,89.9652581087255,91.7477843764276,93.508040201005,95.3235776786028,..
Kenya,KEN,Population growth (annual %),SP.POP.GROW,3.02964938264436,3.0211086032266,2.90158845467743,2.75013743696978,2.6080744180495,2.47210752389349,2.33901192230694,2.2270329432256,2.20775684612709,2.17412854990493,2.03083744189606,1.96381549826771,1.96197633664853,1.90040858948898,1.92297608206469,1.98296028478422
Kenya,KEN,"Population, total",SP.POP.TOTL,39206351,40408891,41598567,42758461,43888303,44986791,46051440,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003
Kenya,KEN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,29.4,..,..,..,..,35,36.1,..,..
Kenya,KEN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,36.1,..,..,..,..,..,38.6,..,..
Kenya,KEN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,5.9,5.7,5.6,5.5,5.4,5.2,5.1,4.9,4.8,4.6,4.4,4.2,4,3.9,3.7,..
Kenya,KEN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,16.5,..,..,12.4,..,..,11.2,..,13,..,..,..,..,..,9.8,..
Kenya,KEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,99.568962097168,102.084579467773,102.726585388184,..,..,..,..,..,..,..
Kenya,KEN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,19.5621058827303,19.3515429430809,19.0657755266586,21.1458721961561,18.6789342149032,19.0978050742836,17.6588131025385,17.3452383502575,17.8826094865972,18.5460646224245
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,107.593643188477,108.581962585449,..,..,112.314239501953,..,107.898483276367,105.452346801758,104.788917541504,..,..,78.8391540273879,..,..,..,..
Kenya,KEN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.954289972782135,0.950529992580414,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,57.1344604492188,57.8705596923828,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Surface area (sq. km),AG.SRF.TOTL.K2,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,..
Kenya,KEN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,15.1870212650473,14.8394826504099,14.9664727307544,15.0524641340645,14.3612789172776,15.1001093470909,14.2998226320714,13.554644324086,14.5993496343343,13.9931197653574
Kenya,KEN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,10.5050213796236,10.5050828924669,10.5050828924669,10.5050926872718,10.5478452504169,10.5478452504455,10.3488497461737,..
Kenya,KEN,Time required to start a business (days),IC.REG.DURS,33,33,33,35,34,34,32,28,22,23,23,23,..,..,..,..
Kenya,KEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,4.88681340498547,5.14297262607261,4.4061961070029,4.31690093770715,4.6495039960247,4.73075851407227,11.362004823099,8.33004713955533,11.1736382993382,14.5974443871521,23.6995062707775,38.4273024434187,28.7530912934194,20.3682612971748,23.6732133721051,30.1791259214119
Kenya,KEN,Urban population growth (annual %),SP.URB.GROW,4.71036612868969,4.68697832510865,4.56137741525597,4.42456305966733,4.29184343546766,4.17237011387929,4.04654354354611,3.94487350039317,3.93489984020435,3.90960950314123,3.77740798679474,3.71313408337553,3.72051653733233,3.66365845337805,3.69361253636453,3.7532812126178
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.3,23,19.2,36.2,38.1,40.1,36,41.6,53.1,55.8,61.2,69.7,71.5,76.5,76,..
Kenya,KEN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,36.8693009118541,44.7084870848708,30.9304841763592,33.1270148291425,25.2234602669279,30.7120324470482,18.5137178656297,12.4857527717335,..,..,..,..,..,..,..,..
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,63.1306990881459,55.2915129151291,69.0695158236408,66.8729851708575,74.7765397330721,69.2879675529518,81.4862821343703,87.5142472282665,..,..,..,..,..,..,..,..
Kenya,KEN,Time required to get electricity (days),IC.ELC.TIME,..,150,150,150,133,145,145,110,97,97,97,97,..,..,..,..
Kenya,KEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,763.586805925497,765.537596638505,807.776574009614,828.026116298363,967.091990329189,1019.04219014665,1096.77854780682,1120.34172702268,1304.8895295829,1389.23196207593,1547.85125553026,1676.29579150204,1643.94491446796,1789.59666490958,..,..
Kenya,KEN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5063866499400.06,5401394584269.66,5765550730945.82,5980756847457.63,6305758435931.31,6530076593908.63,6872312916993.83,7274460624606.93,7594064300000,7900122937228.41,8340811102375.33,8798659378714.66,8802991501474.47,9518763793315.82,9973287281098.53,10545035246387.2
Kenya,KEN,Final consumption expenditure (current US$),NE.CON.TOTL.CD,32665142037.6926,36430861516.1857,38948343238.9513,41571534623.5597,49331830522.5192,54480296693.2863,59962127410.7858,61876693045.8764,66598264356.483,74036343968.8452,82477038313.3435,89932515615.2047,89501664525.1449,96147588658.4937,100601964150.999,96007881047.5357
Kenya,KEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,630,630,630,630,630,630,630,630,630,630,630,630,630,630,..,..
Kenya,KEN,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,..,..,..,..,..,..,0.990769982337952,..,..,..,..,..,..,..,0.99098002910614,..
Kenya,KEN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,5.64914522405742,..,..,..,..,..,..,..,..
Kenya,KEN,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,5.92710411057362,..,..,..,..,..,..,..,..
Kenya,KEN,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,5.98836407097982,..,..,..,..,..,..,..,..
Kenya,KEN,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-0.866124367433713,-4.99113105436741,3.07906929573718,0.332143146326374,4.63573174488012,0.437417484166119,1.77755178764826,6.291788706684,14.478270457948,0.866204703732947,4.73104608212469,4.46833014068983,-2.16621871580396,7.87640992649361,..,..
Kenya,KEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1002.87895353588,952.823950648238,982.162060355078,985.424244324365,1031.10586884026,1035.61610619083,1054.02471879959,1120.34172702268,1282.54783231427,1293.65732196541,1354.86084601237,1415.40050155915,1384.73983099079,1493.80761649506,..,..
Kenya,KEN,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,1718.22136911925,1639.66718628254,1780.20554436264,1789.04240031828,1805.19970586456,1851.09343104288,1852.8725633443,1908.19884459905,1907.84056966269,1927.73844252001,2102.32052423919,2227.43808833987,2299.64293440239,2228.3603087917,2184.00648220278,2297.52351874478
Kenya,KEN,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.18,..,..
Kenya,KEN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.09,..,..
Kenya,KEN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.13518218005037,0.136108659849141,0.132216092924547,0.135645667883135,0.132153662901935,0.128926733182636,0.125946115908645,0.123172256443109,0.120482711073713,0.117891531904111,0.115521493799673,0.113274995538821,0.11107422680752,0.108983293725422,..,..
Kenya,KEN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.179403522878929,0.17413252908662,0.16847515176649,0.162966012794008,0.157795170914674,0.152806648549014,0.14801606589777,0.143422545935506,0.138933555576096,0.138207752368309,0.138845211493463,0.138917164652767,0.112919012461131,..,..,..
Kenya,KEN,"Armed forces personnel, total",MS.MIL.TOTL.P1,29000,29120,29120,29100,29100,29100,29100,29100,29100,29000,29100,29000,24000,..,..,..
Kenya,KEN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,5.92,7.18,8.8,8.99,9.39,9.49,9.64,9.69,9.16,9.43,9.15,7.69,7.3,6.94,..,..
Kenya,KEN,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,32.708989578835,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,32.5005912961211,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,32.9031303608807,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,45.3439676820614,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,44.3997280761387,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,46.1155906511646,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,9.00441812157209,6.8155815139755,5.13264404953777,4.42119245549815,4.59096006966281,5.04358264592496,5.4551197240463,5.9887640736269,8.58596832075201,9.94912828884014,12.0267293707536,9.74935514062437,11.8785758572125,10.8864625648839,10.753110186173,..
Kenya,KEN,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,..,..,..,..,..,..,..,2.15393371176065,..,..,..,..,..,..,..,..
Kenya,KEN,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,..,..,..,..,..,..,..,14.6210806826414,..,..,..,..,..,..,..,..
Kenya,KEN,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,..,..,..,..,..,..,..,20.0470518139301,..,..,..,..,..,..,..,..
Kenya,KEN,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.546,36.563,35.422,34.24,33.174,32.127,31.298,30.957,30.401,29.755,29.18,28.46,27.998,27.685,27.54,..
Kenya,KEN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,62.3318482245761,72.960251848233,76.1810530006857,81.968283188319,81.9603485477417,118.652311841173,163.617007998138,225.798298693749,276.945803737099,244.629247084386,239.896310483255,270.947137086512,359.96446249268,398.628548896237,429.843901768271,373.452687258535
Kenya,KEN,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,26.4,..,..,..,..,23.9,..,..,..,..,..
Kenya,KEN,Consumer price index (2010 = 100),FP.CPI.TOTL,88.0581564955536,96.1895575526589,100,114.02249130147,124.715258324443,131.845845200422,140.914406784821,150.189610460249,159.647425011301,172.428238576216,180.514789261214,189.973110678512,200.241465217838,212.472085832078,228.747155845931,246.295256788022
Kenya,KEN,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.27066788235406,0.309607605910293,0.32574439403165,0.327065092450357,0.29593989997745,0.318713553051606,0.356082241945094,0.37672871731003,0.399468737717385,0.40527856488443,0.380695107567142,0.379148987222912,0.367856773384869,0.403760554985022,0.394260455760707,0.392737469448085
Kenya,KEN,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,0.0676182239222332,0.0771666534590669,0.0773459548933714,0.0759361584494375,0.0674439581122128,0.0717278700295779,0.0781130229265526,0.0805040943757899,0.0837406162014032,0.0836166896871427,0.0758709263336308,0.0733120754014251,0.0727363248600445,0.0756268430321713,0.0717921412507296,0.0691075520679385
Kenya,KEN,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,0.212493151746795,0.24249949868734,0.243062961089604,0.238632615654364,0.21194551400855,0.22540788986411,0.24547350508973,0.252987549068237,0.263158456902386,0.262769012547407,0.238427620949108,0.230386322791677,0.228577002166832,0.237660578767173,0.225609864916943,0.217173428945884
Kenya,KEN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1417.5,1242.8,1710.1,1514.6,1744.8,1661.5,1583.4,1772.7,1383.1,1426,1709.2,1608,1842.6,1487.7,1448.5,..
Kenya,KEN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,28437309.7981482,21238102.9426873,17804542.2862949,15092764.091979,31781529.1229183,77528527.6736665,147498189.741738,146182787.706661,144483967.26609,206821952.087503,131726255.172434,121644123.28036,76192114.5206537,42251397.3880097,39863721.7727007,44089339.561317
Kenya,KEN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,32831073.3659562,19483268.1818566,53797178.4322631,55003126.3279508,32121764.962223,41727704.0198012,59651853.1026503,91720736.0157803,65959474.6584199,68571479.4519343,71288309.8588931,63052340.6758658,43016838.3282969,55479004.1664672,73661978.8185352,31260086.1207423
Kenya,KEN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,4.1226203972595,4.4042589052143,4.69743745867444,4.96662661654739,5.25320781242684,5.36825325876229,5.59007849094665,5.72035862484332,5.51630701538472,5.36574832342722,5.17144699792992,4.96949344502392,4.85731380649054,4.58748945688963,4.50609721979159,4.48081672742654
Kenya,KEN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Control of Corruption: Percentile Rank,CC.PER.RNK,14.0776700973511,15.7894735336304,19.5238094329834,18.4834117889404,12.7962083816528,14.6919431686401,16.3461532592773,14.2857141494751,16.6666660308838,15.2380952835083,20,24.2857151031494,20.9523811340332,26.1904754638672,24.056604385376,24.056604385376
Kenya,KEN,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,3.88349509239197,3.82775115966797,11.9047622680664,9.00473976135254,2.84360194206238,9.00473976135254,11.057692527771,10,11.9047622680664,11.9047622680664,12.8571424484253,15.7142858505249,14.2857141494751,18.0952377319336,17.9245281219482,17.4528293609619
Kenya,KEN,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,20.8737869262695,21.0526313781738,29.5238094329834,24.1706161499023,19.4312801361084,21.8009471893311,27.4038467407227,22.8571434020996,27.619047164917,23.8095245361328,28.5714282989502,30.9523811340332,28.0952377319336,34.2857131958008,33.9622650146484,33.0188674926758
Kenya,KEN,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,49.2,52.8,55.2,53.5,47.5,44.5,54.1,43.6,28.2,26.3,24.9,22.4,..,..,..,..
Kenya,KEN,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,49.2,52.8,55.2,53.5,47.5,44.5,54.1,43.6,28.2,26.3,24.9,22.4,..,..,..,..
Kenya,KEN,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,49.2,52.8,55.2,53.5,47.5,44.5,54.1,43.6,28.2,26.3,24.9,22.4,..,..,..,..
Kenya,KEN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,1.18825729022986,..,..,..,..,..,..,..,..
Kenya,KEN,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,..,..,..,..,..,..,..,0.746601365106552,..,..,..,..,..,..,..,..
Kenya,KEN,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,..,..,..,..,..,..,..,0.739846576820112,..,..,..,..,..,..,..,..
Kenya,KEN,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,..,..,..,..,..,..,..,1.47593185799251,..,..,..,..,..,..,..,..
