"EA_code","t0_EA_code","interview__key","common_stock_id","s4eq61","s4eq61_v2","s4eq62","s4eq63","s4eq62_v2","s4eq63_v2"
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",8,,,,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",12,,,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",7,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",11,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",1,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",3,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",6,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",8,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",12,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",5,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",2,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",9,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",10,2,2,,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",4,2,2,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",8,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",5,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",4,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",10,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",1,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",3,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",12,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",7,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",6,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",9,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",2,,,,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",11,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",4,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",12,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",7,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",8,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",10,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",2,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",6,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",1,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",5,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",11,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",9,,,,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",3,,,,,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",7,1,1,1,2,1,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",12,2,2,,,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",8,2,2,,,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",10,2,1,,,1,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",11,2,1,,,1,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",4,1,2,1,2,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",9,1,1,1,2,2,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",5,1,1,1,2,1,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",3,1,1,1,2,1,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",6,1,1,1,2,1,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",1,1,2,1,2,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",2,1,2,1,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",6,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",10,1,2,1,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",3,1,1,2,1,1,1
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",9,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",2,1,2,2,1,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",7,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",5,1,2,1,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",8,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",12,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",1,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",4,,2,,,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",11,1,2,2,1,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",2,,2,,,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",12,1,2,2,2,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",4,,1,,,2,1
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",6,,2,,,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",11,1,2,1,1,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",9,1,2,2,1,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",5,,2,,,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",3,,1,,,2,1
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",10,,2,,,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",1,,2,,,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",7,,1,,,1,1
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",8,,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",12,1,2,2,1,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",6,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",2,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",3,2,1,,,2,1
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",7,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",11,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",10,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",4,1,2,2,2,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",9,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",5,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",8,2,2,,,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",1,2,1,,,2,1
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",5,1,2,1,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",12,,1,,,1,1
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",1,,2,,,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",4,,2,,,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",3,1,1,2,2,1,2
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",11,1,2,2,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",9,,2,,,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",6,,2,,,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",7,1,2,2,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",8,1,2,2,1,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",10,1,2,2,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",2,1,1,1,2,1,1
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",12,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",9,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",6,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",4,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",5,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",7,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",1,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",2,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",3,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",11,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",8,,2,,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",10,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",10,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",2,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",1,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",7,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",12,,1,,,2,2
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",11,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",6,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",8,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",9,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",3,,1,,,2,2
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",5,,2,,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",4,,2,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",2,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",12,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",8,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",7,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",10,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",4,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",3,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",1,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",9,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",6,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",5,,,,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",11,,,,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",5,,1,,,2,2
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",3,,1,,,1,2
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",2,,1,,,1,2
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",11,,2,,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",7,,2,,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",4,,1,,,1,2
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",12,,1,,,1,2
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",1,,2,,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",6,,2,,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",8,,2,,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",10,,1,,,1,2
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",9,,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",5,1,1,1,2,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",10,2,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",8,2,2,,,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",4,2,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",2,1,1,1,1,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",1,2,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",3,2,1,,,2,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",9,2,2,,,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",7,2,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",12,2,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",11,2,1,,,1,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",6,1,1,2,1,2,1
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",9,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",6,1,1,1,2,1,2
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",12,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",11,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",4,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",5,1,1,1,2,1,2
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",10,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",1,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",7,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",8,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",3,2,2,,,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",2,1,1,2,2,2,2
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",1,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",2,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",10,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",6,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",4,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",5,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",8,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",7,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",9,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",3,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",11,,,,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",12,,,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",9,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",12,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",3,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",7,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",11,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",5,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",4,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",6,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",8,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",1,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",10,2,2,,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",2,2,2,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",12,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",4,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",3,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",2,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",11,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",6,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",10,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",1,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",8,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",5,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",9,,,,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",7,,,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",7,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",8,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",1,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",5,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",2,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",10,1,2,2,1,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",12,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",4,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",3,2,1,,,2,1
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",6,2,2,,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",9,1,1,2,1,2,2
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",11,2,2,,,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",9,,2,,,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",3,1,1,2,1,1,2
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",2,,1,,,2,2
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",10,,1,,,2,1
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",4,,2,,,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",5,,2,,,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",11,1,2,2,1,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",1,,2,,,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",8,,2,,,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",12,,1,,,1,1
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",7,,1,,,1,1
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",6,,2,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",11,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",5,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",10,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",1,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",8,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",3,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",2,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",6,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",12,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",7,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",9,,,,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",4,,,,,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",2,,2,,,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",9,,2,,,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",8,1,2,2,2,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",6,1,2,1,2,,
