"EA_code","t0_EA_code","interview__key","health_water_id","s4lq103","s4lq104","s4lq105"
"06aeb38cf33a4c6b9ad71262908541eb",,"34-90-92-66",4,,,
"06aeb38cf33a4c6b9ad71262908541eb",,"34-90-92-66",2,,,
"06aeb38cf33a4c6b9ad71262908541eb",,"34-90-92-66",1,,,
"06aeb38cf33a4c6b9ad71262908541eb",,"34-90-92-66",6,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",3,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",7,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",6,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",5,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",2,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",4,,,
"06c492654e8342fabe3ec8af1aad4cef","1074030303","66-47-37-97",1,,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",6,2,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",7,1,0,1
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",2,2,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",4,2,0,2
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",3,2,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",1,2,,
"07d762b045a54167af44618c38f26e49","4032050503","39-29-24-84",5,2,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",3,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",1,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",6,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",2,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",5,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",7,,,
"09583a0be3d943588eccede22daecd45",,"74-65-87-03",4,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",6,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",5,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",3,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",4,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",1,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",2,,,
"09bd271138b34050a20647bb26da164e","3072020202","96-05-61-85",7,,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",7,2,0,1
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",6,2,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",5,2,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",4,1,0,2
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",3,2,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",2,2,,
"09e5567a67b24c56b7c7bb13800ead7e","1121040410","02-82-25-55",1,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",1,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",7,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",6,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",5,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",3,2,,
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",2,1,0.2,1
"0b6fdf9b7d2b484ea36915e5f8b3940d","3081020206","05-20-15-42",4,2,0,2
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",6,2,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",4,2,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",7,2,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",1,1,0,2
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",5,2,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",3,2,,
"0e2cb66e0eaa46feb1f41a241a8c4910","1101050507","54-45-74-15",2,2,1,1
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",2,2,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",4,2,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",5,2,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",1,1,0,1
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",7,2,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",3,2,,
"0e53cc68fc734154a21bb2def6bbc5c6","2081070701","98-06-19-96",6,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",2,1,0,1
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",7,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",1,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",6,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",5,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",3,2,,
"0e5fc948d76340ac9c27380a8837c56c","2162020206","13-72-15-50",4,2,0,2
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",2,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",4,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",6,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",3,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",5,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",7,,,
"120df4dbf75444178f10871b972869ac","1042080804","24-08-96-20",1,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",1,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",6,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",3,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",2,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",4,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",7,,,
"12810e18eb6c41d7ac10cbb28f40fdf3","3211050502","76-22-41-77",5,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",3,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",7,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",6,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",1,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",2,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",4,,,
"13a34d9690b54ab7b9eee7d1ddafbe9f","3023030305","97-89-02-98",5,,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",1,1,0,1
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",7,2,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",5,2,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",2,2,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",3,2,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",6,2,,
"13f4006f120f4c3b800e7ccaedd4aee4","1133030301","75-98-78-48",4,2,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",7,2,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",1,1,0,1
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",2,2,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",4,2,0,2
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",6,2,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",3,2,,
"150cdba4fed14b4a87d582d398577942","1231080801","98-86-51-07",5,2,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",6,2,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",2,2,0,1
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",3,2,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",4,3,0,2
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",5,2,,
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",1,1,0,1
"155c5c1261c04747be7944ce3daa6ac2","2231212105","16-77-56-74",7,2,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",6,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",2,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",1,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",5,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",4,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",7,,,
"15cebd17f95047b3b242caab688fc2a0","1221060618","70-23-73-82",3,,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",1,1,0,1
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",7,2,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",4,2,0,2
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",3,2,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",5,2,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",6,2,,
"15e14a2aedca4f1dad88f6a30e6d8a2c","4241050502","48-96-08-15",2,2,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",3,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",7,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",5,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",4,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",1,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",6,,,
"166579dc0f4d4f19bdc2c8e6c2e31a0f","4033010102","13-39-91-73",2,,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",2,2,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",5,2,0.5,1
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",6,2,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",3,2,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",1,2,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",7,2,,
"168d74660fc04a2792cb437eedcec5e1","1051050501","61-27-08-63",4,1,0,2
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",5,2,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",2,2,0,1
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",7,2,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",6,2,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",1,1,0,1
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",3,2,,
"16c6c976a02c414f8e01d02dddc97a5d","2322030305","05-10-89-43",4,2,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",1,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",2,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",6,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",3,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",7,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",5,,,
"1816825774944a8fa45dde05fc0e79dc","4201080809","77-05-32-40",4,,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",4,1,0,2
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",3,2,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",6,2,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",7,2,5,96
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",1,2,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",2,2,,
"191a256cbcac47a2966d2f058153bc70","4122030305","34-03-95-15",5,2,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",6,,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",1,,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",7,,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",4,,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",3,,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",2,,,
"195e5a9b4fcb4d7dbe18eaf543a9283b","1021010102","41-72-74-44",5,,,
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",6,2,,
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",2,2,,
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",4,1,0,2
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",5,2,,
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",1,2,,
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",7,2,0,1
"1a257e54482e4ecf8b6aedc7cc89f8fd","1121020202","01-51-54-41",3,2,,
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",1,1,0,1
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",2,2,,
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",6,2,,
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",3,2,,
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",4,2,,
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",5,2,,
"1dce5f2d227147f4a9f8e27ad9423f5d","3231040401","32-45-14-74",7,2,,
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",3,2,,
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",7,2,,
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",5,2,,
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",6,2,,
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",2,1,0.2,1
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",1,2,,
"2000d66f97714765bc8e85e671ad8283","4151101004","48-93-82-89",4,2,0,2
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",3,2,,
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",2,2,,
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",1,1,0,1
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",7,2,,
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",6,2,,
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",4,2,0,2
"20188c3dd7af4786a15806bc3d9cc605","4151050504","36-96-62-29",5,2,,
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",5,2,1,1
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",1,2,,
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",4,1,0,2
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",6,2,,
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",7,2,,
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",3,2,,
"20eb974e8c9b4361a62ccde0ce8611ad","4192040405","02-80-79-45",2,2,,
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",5,2,,
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",7,2,,
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",3,2,,
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",6,2,,
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",1,2,,
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",2,1,0.4,1
"218cb290a69743c69e521b6122a6d507","3231070704","20-02-77-43",4,2,,
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",4,2,,
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",1,1,0,1
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",3,2,,
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",5,2,,
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",2,2,,
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",7,2,,
"21e9da8b1950402aa3169598c2efeb4e","4062010103","25-50-00-53",6,2,,
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",2,1,0.3,1
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",5,2,,
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",4,2,,
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",3,2,,
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",7,2,,
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",1,2,,
"228bcac6d0b147dbaebbc943965f78c1","2241050511","90-21-50-09",6,2,,
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",1,1,0,1
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",4,2,,
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",6,2,,
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",3,2,,
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",2,2,,
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",5,2,,
"237d3bd58d47443f984a1146cfb17596","3111030302","76-53-22-95",7,2,,
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",3,2,,
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",2,1,0,1
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",7,2,,
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",4,2,,
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",5,2,,
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",1,2,,
"2625ab72d0ca4e74bcc7a51eefc3c049","3062010101","71-53-71-15",6,2,,
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",4,1,0,2
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",7,2,0,2
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",2,2,,
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",3,2,,
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",6,2,,
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",5,2,,
"29d53afc2900441fa7931d2da4f6ab7e","4062101006","01-86-81-64",1,2,,
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",2,2,,
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",4,2,,
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",6,2,,
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",1,1,0,1
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",7,2,,
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",3,2,,
"29fdcdf88e2e444f9fbb7d235214e8e1","4051040405","55-22-88-49",5,2,,
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",3,2,,
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",7,2,,
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",6,2,,
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",1,2,,
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",5,2,,
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",4,2,0,2
"2b9fe8ab9b854dc1a78be4554e2db70f","2261050510","10-91-96-82",2,1,0.5,1
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",7,,,
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",6,,,
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",2,,,
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",3,,,
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",1,,,
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",4,,,
"2be916b9e8004a559894ec6c28948826","2221111101","54-21-11-77",5,,,
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",7,2,0,1
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",6,2,,
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",1,2,,
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",5,2,,
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",4,1,0,2
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",3,2,,
"2c005b61e9d3469bb8b37576d7c0a9dc","1181010110","37-99-38-49",2,2,,
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",2,1,0.2,1
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",1,2,,
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",3,2,,
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",5,2,,
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",7,2,,
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",4,2,0,2
"2c09ec554d4e489bb9d6e97baaebfa65","4122010104","18-49-15-19",6,2,,
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",3,2,,
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",1,2,,
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",4,2,,
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",6,2,,
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",7,2,,
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",2,1,0.1,1
"2c1eac5793354569a5f6598d4cc1c4d9","3092040406","91-50-78-15",5,2,,
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",4,2,0,2
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",3,2,,
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",7,2,,
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",1,2,,
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",2,1,0,1
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",5,2,,
"2c79b64a9c5544fabbddb2b71590e49f","3171020201","33-98-51-91",6,2,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",4,2,0,1
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",3,1,1,1
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",2,2,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",6,2,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",1,2,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",5,2,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",7,3,0,2
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",6,2,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",3,1,1.4,1
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",2,2,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",4,2,0,2
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",1,2,,
