"interview__key","EA_code","medical_staff_id","s4pq116a","s4pq116b"
"74-65-87-03","09583a0be3d943588eccede22daecd45",4,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",7,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",5,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",0,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",3,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",4,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",1,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",6,,
"96-05-61-85","09bd271138b34050a20647bb26da164e",2,,
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",4,3,0
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",3,1,1
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",2,3,0
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",1,5,0
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",7,0,0
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",5,2,0
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",0,0,0
"02-82-25-55","09e5567a67b24c56b7c7bb13800ead7e",6,3,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",3,3,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",5,6,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",2,6,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",7,0,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",1,3,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",6,4,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",0,5,0
"05-20-15-42","0b6fdf9b7d2b484ea36915e5f8b3940d",4,2,0
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",2,0,0
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",7,0,0
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",5,1,0
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",6,1,0
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",4,0,1
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",0,0,0
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",1,0,1
"54-45-74-15","0e2cb66e0eaa46feb1f41a241a8c4910",3,0,0
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",0,0,0
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",4,1,1
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",1,3,0
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",7,0,0
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",2,1,1
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",6,2,1
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",3,1,1
"98-06-19-96","0e53cc68fc734154a21bb2def6bbc5c6",5,11,0
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",0,0,0
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",2,1,1
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",1,3,0
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",3,1,1
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",6,2,0
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",7,0,0
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",5,5,3
"13-72-15-50","0e5fc948d76340ac9c27380a8837c56c",4,1,0
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",6,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",3,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",0,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",2,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",4,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",5,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",1,,
"76-22-41-77","12810e18eb6c41d7ac10cbb28f40fdf3",7,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",1,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",5,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",0,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",2,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",6,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",7,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",3,,
"97-89-02-98","13a34d9690b54ab7b9eee7d1ddafbe9f",4,,
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",0,0,0
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",6,2,1
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",1,3,0
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",4,2,0
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",5,0,2
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",3,2,0
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",7,0,0
"75-98-78-48","13f4006f120f4c3b800e7ccaedd4aee4",2,4,0
"98-86-51-07","150cdba4fed14b4a87d582d398577942",1,6,0
"98-86-51-07","150cdba4fed14b4a87d582d398577942",3,7,0
"98-86-51-07","150cdba4fed14b4a87d582d398577942",4,8,0
"98-86-51-07","150cdba4fed14b4a87d582d398577942",0,1,1
"98-86-51-07","150cdba4fed14b4a87d582d398577942",6,7,0
"98-86-51-07","150cdba4fed14b4a87d582d398577942",2,7,3
"98-86-51-07","150cdba4fed14b4a87d582d398577942",5,5,6
"98-86-51-07","150cdba4fed14b4a87d582d398577942",7,0,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",7,0,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",6,7,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",0,2,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",1,6,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",5,10,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",2,20,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",4,9,0
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",3,3,0
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",0,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",6,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",7,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",3,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",4,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",5,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",1,,
"70-23-73-82","15cebd17f95047b3b242caab688fc2a0",2,,
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",0,2,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",4,4,0
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",6,2,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",5,5,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",3,2,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",2,12,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",1,9,0
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",7,1,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",4,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",2,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",0,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",3,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",5,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",6,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",7,,
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",1,,
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",4,1,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",7,0,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",0,0,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",1,1,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",3,0,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",5,1,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",6,1,0
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",2,0,0
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",7,0,0
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",6,3,0
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",2,1,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",3,2,0
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",1,2,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",4,1,0
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",0,0,0
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",5,6,0
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",4,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",0,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",7,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",5,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",1,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",3,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",6,,
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",2,,
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",0,0,0
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",7,0,0
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",2,0,0
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",4,1,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",1,2,0
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",6,0,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",5,1,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",3,0,0
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",2,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",7,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",1,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",0,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",5,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",4,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",3,,
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",6,,
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",0,0,0
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",4,0,0
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",2,5,0
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",3,2,0
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",6,2,0
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",1,3,0
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",5,1,1
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",7,0,0
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",2,7,0
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",3,3,0
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",6,4,0
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",0,2,0
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",5,4,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",4,2,3
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",1,12,0
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",7,0,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",2,2,0
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",1,1,0
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",4,1,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",6,1,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",0,0,0
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",5,4,0
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",3,0,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",7,0,0
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",3,2,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",0,0,0
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",1,4,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",6,3,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",5,5,0
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",7,0,0
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",4,0,0
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",2,7,0
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",3,2,0
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",6,2,3
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",0,0,0
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",7,0,0
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",5,3,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",2,1,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",1,2,3
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",4,2,0
"20-02-77-43","218cb290a69743c69e521b6122a6d507",5,3,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",2,2,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",1,3,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",3,2,0
"20-02-77-43","218cb290a69743c69e521b6122a6d507",0,0,0
"20-02-77-43","218cb290a69743c69e521b6122a6d507",4,2,0
"20-02-77-43","218cb290a69743c69e521b6122a6d507",7,0,0
"20-02-77-43","218cb290a69743c69e521b6122a6d507",6,1,2
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",4,0,1
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",2,0,0
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",6,0,0
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",7,0,0
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",1,3,0
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",0,0,0
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",5,0,2
"25-50-00-53","21e9da8b1950402aa3169598c2efeb4e",3,0,0
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",4,0,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",2,0,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",1,2,0
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",3,0,0
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",0,0,0
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",6,0,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",7,0,0
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",5,2,0
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",6,2,0
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",2,0,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",5,4,0
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",1,3,0
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",7,0,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",3,2,0
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",4,2,0
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",0,0,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",2,9,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",1,9,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",3,2,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",5,8,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",0,2,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",7,0,1
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",4,5,0
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",6,1,3
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",5,9,0
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",1,5,0
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",6,2,1
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",0,0,0
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",4,3,0
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",7,0,0
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",2,3,0
"01-86-81-64","29d53afc2900441fa7931d2da4f6ab7e",3,1,1
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",1,6,0
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",5,4,0
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",3,2,0
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",4,1,0
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",0,0,0
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",7,0,0
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",6,2,1
"55-22-88-49","29fdcdf88e2e444f9fbb7d235214e8e1",2,4,0
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",4,1,1
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",2,0,0
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",1,2,0
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",3,0,0
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",5,0,0
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",7,0,0
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",6,2,1
"10-91-96-82","2b9fe8ab9b854dc1a78be4554e2db70f",0,0,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",6,5,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",7,0,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",0,0,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",1,6,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",4,1,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",2,10,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",3,4,0
"37-99-38-49","2c005b61e9d3469bb8b37576d7c0a9dc",5,0,2
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",6,0,0
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",0,0,0
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",5,2,0
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",1,1,1
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",2,0,0
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",4,2,0
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",7,0,0
"18-49-15-19","2c09ec554d4e489bb9d6e97baaebfa65",3,0,0
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",1,1,0
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",3,0,0
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",0,0,0
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",2,0,1
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",6,0,1
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",4,1,1
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",5,2,2
"91-50-78-15","2c1eac5793354569a5f6598d4cc1c4d9",7,0,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",3,1,1
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",2,3,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",1,5,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",7,0,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",0,0,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",5,5,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",6,3,0
"33-98-51-91","2c79b64a9c5544fabbddb2b71590e49f",4,0,3
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",3,1,1
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",2,2,0
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",7,0,0
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",5,3,0
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",0,0,0
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",4,2,1
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",6,2,1
"02-42-11-75","2caf4db31e1947578d134f4b52b91d8f",1,5,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",7,1,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",1,7,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",6,4,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",5,5,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",4,1,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",2,9,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",0,1,0
"67-79-02-00","2ce29c6cfe0a456793b78a9eea712769",3,2,0
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",0,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",3,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",5,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",4,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",6,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",2,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",7,,
"44-82-68-29","2d0189f201a24a6eb390e7644e7127ac",1,,
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",5,10,0
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",3,3,0
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",0,2,0
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",2,20,0
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",7,0,0
"42-91-93-12","2dd8b36de95c4d5bba92df1210413388",6,7,0
