"hhid","parcelID","pltid","t0_hhid","interview__key","s3aq03b","s3bq03_1","s3bq03_2","s3bq03_3","s3bq03a","s3bq04","s3bq05","s3bq06","s3bq07","s3bq08","s3bq09","s3bq12","s3bq13","s3bq14","s3bq15","s3bq16","s3bq17","s3bq18","s3bq22","s3bq23","s3bq24a","s3bq24b","s3bq25","s3bq26","s3bq27","s3bq28","s3bq35b","s4bq07"
"042c4cc37a904f18a05671d5323d78d3",1,2,"H2601001","67-83-57-50","SWEET POTATOES","1",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.12
"042c4cc37a904f18a05671d5323d78d3",1,1,"H2601001","67-83-57-50","MAIZE AND BEANS","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.75
"043058c9577d4e2ebeeb2c62c20acb22",1,1,"64","38-90-63-63","SORGHUM","1",1,"1",1,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"0436a29148344151a89c6a941e52e1d0",1,1,"H3510201","37-52-66-37",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"0436a29148344151a89c6a941e52e1d0",4,1,"H3510201","37-52-66-37",".","1",1,"1",1,2,,,,,,,1,1,1,1,1,3000,2,,,,,,,,,1
"0436a29148344151a89c6a941e52e1d0",2,1,"H3510201","37-52-66-37",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"0436a29148344151a89c6a941e52e1d0",3,1,"H3510201","37-52-66-37",".","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"044c92119a6e44b6bd74f41b5131f7fb",1,1,"H2231002","41-18-22-13","Elogo","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,1,1
"044c92119a6e44b6bd74f41b5131f7fb",2,1,"H2231002","41-18-22-13","Tumalo Kal","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"044c92119a6e44b6bd74f41b5131f7fb",3,1,"H2231002","41-18-22-13","Nget Paco","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,2
"044c92119a6e44b6bd74f41b5131f7fb",2,2,"H2231002","41-18-22-13","Tumalo Simaim","1",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"044fe31f64084ca4bb3d0474820c95ff",1,2,"H3370501","10-60-59-41","SWEETPOTATOES","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.2
"044fe31f64084ca4bb3d0474820c95ff",1,1,"H3370501","10-60-59-41","PLOT A GROUNDNUTS","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.3
"0475d96d540e42f48e10f7e052c18533",1,1,"H2920501","25-54-15-03","BANANA FOOD","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.3
"048117d75d7e486587c27ca4bb7d294f",2,1,"H2600905","50-14-42-02","GNUTS","4",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"048117d75d7e486587c27ca4bb7d294f",2,2,"H2600905","50-14-42-02","CASSAVA","4",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"04adcf9e96a14cc2879a6d47da1a2ae9",1,1,"H3600301","75-56-51-88","MAIZE","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.3
"04beb1f67d72438a95bbd2da5ae9bc56",1,1,"H3440201","42-17-33-52","banana food","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"04beb1f67d72438a95bbd2da5ae9bc56",2,2,"H3440201","42-17-33-52","groundnuts","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.5
"04beb1f67d72438a95bbd2da5ae9bc56",2,1,"H3440201","42-17-33-52","maize","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,7,2
"04beb1f67d72438a95bbd2da5ae9bc56",3,2,"H3440201","42-17-33-52","simsim","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"04beb1f67d72438a95bbd2da5ae9bc56",1,3,"H3440201","42-17-33-52","sweet potatoes","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"04beb1f67d72438a95bbd2da5ae9bc56",3,1,"H3440201","42-17-33-52","soya beans","2",1,"2",2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"04beb1f67d72438a95bbd2da5ae9bc56",1,2,"H3440201","42-17-33-52","matooke","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.75
"04e34e77abfc4a14a6ddb3f8604a51ee",1,1,"H1510902","99-60-32-49","BANANA FOOD","2",2,,2,1,30,2,,,,1,2,,,,,,2,,,,,,,,6,0.5
"04e34e77abfc4a14a6ddb3f8604a51ee",3,1,"H1510902","99-60-32-49","BEANS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,5,1
"04e34e77abfc4a14a6ddb3f8604a51ee",1,2,"H1510902","99-60-32-49","BEANS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,5,0.5
"04fbfbe14e064de88046b1bd162fb008",1,1,"H2970602","40-19-99-33","BANANA FOOD AND BANANA BEER","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1
"04fbfbe14e064de88046b1bd162fb008",4,1,"H2970602","40-19-99-33","BANANA FOOD AND BANANA BEER","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.6
"04fbfbe14e064de88046b1bd162fb008",2,1,"H2970602","40-19-99-33","BANANA FOOD AND BANANA BEER","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"04fbfbe14e064de88046b1bd162fb008",3,1,"H2970602","40-19-99-33","COFFEE AND BEANS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,1.5
"05052c1f4a06454ca9f2ef68f4ed9918",1,1,"H4280401","33-30-78-82","BEANS","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.25
"05052c1f4a06454ca9f2ef68f4ed9918",1,2,"H4280401","33-30-78-82","MATOOKE","2",2,,2,2,,,,,,,2,,,,,,2,,,,,,,,,0.38
"053050b9f02d468dabfb5515b9f97be6",1,1,"H1821002","53-26-17-71","Cotton","1",1,"1",2,2,,,,,,,2,,,,,,1,1,2,6,1,6,60000,3,20,2.5
"053050b9f02d468dabfb5515b9f97be6",1,2,"H1821002","53-26-17-71","Cassava","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,0,0.55
"053050b9f02d468dabfb5515b9f97be6",2,1,"H1821002","53-26-17-71","Soya Beans","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,7,1.5
"053050b9f02d468dabfb5515b9f97be6",4,1,"H1821002","53-26-17-71","Soya Beans","1",1,"1",2,2,,,,,,,2,,,,,,2,,,,,,,,6,1
